"","fixed acidity","volatile acidity","citric acid","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality","sweet"
"3642",6,0.25,0.4,0.052,56,152,0.99398,3.16,0.88,10.5,6,0
"3643",6,0.25,0.4,0.052,56,152,0.99398,3.16,0.88,10.5,6,0
"3644",6.8,0.19,0.33,0.047,42,130,0.99283,3.12,0.56,11,6,0
"3645",6.4,0.24,0.23,0.046,30,133,0.9908,3.12,0.54,11.4,7,0
"3646",5.9,0.18,0.28,0.039,50,139,0.99165,3.16,0.44,11.3,6,0
"3647",7.2,0.33,0.22,0.031,10,73,0.99076,2.97,0.52,12.2,7,0
"3648",6.4,0.29,0.24,0.037,31,95,0.98942,2.9,0.66,12.6,7,0
"3649",7.3,0.31,0.25,0.032,30,138,0.99244,2.9,0.37,11.1,5,0
"3650",7,0.29,0.37,0.035,34,126,0.99058,3.26,0.47,12.3,6,0
"3651",6.9,0.19,0.6,0.037,6,122,0.99255,2.92,0.59,10.4,4,0
"3652",6.3,0.32,0.17,0.06,51,190,0.99916,3.13,0.48,8.8,6,1
"3653",6.6,0.085,0.33,0.036,17,109,0.99306,3.27,0.61,9.5,6,0
"3654",6.3,0.32,0.17,0.06,51,190,0.99916,3.13,0.48,8.8,6,1
"3655",6.8,0.18,0.32,0.047,17,109,0.99498,3.42,0.44,10.4,6,0
"3656",6.8,0.52,0.26,0.038,27,130,0.99,3.11,0.27,13,7,0
"3657",7.1,0.28,0.28,0.03,25,191,0.99338,3.16,0.46,12.2,7,0
"3658",5.7,0.15,0.47,0.035,49,128,0.99456,3.03,0.34,10.5,8,0
"3659",5.8,0.275,0.3,0.043,41,149,0.9926,3.33,0.42,10.8,7,0
"3660",5.4,0.53,0.16,0.036,34,128,0.98856,3.2,0.53,13.2,8,0
"3661",5.8,0.32,0.28,0.032,46,115,0.98946,3.16,0.57,13,8,0
"3662",6.7,0.22,0.39,0.049,26,152,0.99346,3.5,0.47,10,6,0
"3663",6.1,0.6,0.12,0.05,11,76,0.99268,3.42,0.48,10.4,4,0
"3664",6.5,0.26,0.31,0.034,59,145,0.98944,3.16,0.54,12.4,6,0
"3665",5,0.29,0.54,0.035,54,155,0.98976,3.27,0.34,12.9,8,0
"3666",5.4,0.53,0.16,0.036,34,128,0.98856,3.2,0.53,13.2,8,0
"3667",6.8,0.21,0.26,0.038,61,152,0.99523,3.02,0.56,10.5,7,0
"3668",5.8,0.32,0.28,0.032,46,115,0.98946,3.16,0.57,13,8,0
"3669",6.5,0.27,0.26,0.03,2,82,0.99402,3.07,0.36,11.2,5,0
"3670",5.9,0.37,0.32,0.029,41,102,0.98916,3.41,0.55,12.7,7,0
"3671",6.2,0.21,0.18,0.044,61,155,0.99655,3.14,0.52,9.4,6,0
"3672",6.8,0.3,0.29,0.025,29,95,0.99071,3.03,0.32,12.9,7,0
"3673",7.3,0.41,0.29,0.032,26,74,0.98889,2.96,0.35,13,8,0
"3674",5.4,0.3,0.3,0.029,25,93,0.98742,3.31,0.4,13.6,7,0
"3675",6.6,0.34,0.2,0.053,26,112,0.99336,3.32,0.55,9.1,5,0
"3676",5.6,0.25,0.19,0.049,42,166,0.992,3.25,0.43,10.4,6,0
"3677",5.3,0.3,0.3,0.029,25,93,0.98742,3.31,0.4,13.6,7,0
"3678",6.9,0.58,0.58,0.032,29,169,0.99275,3.28,0.44,12.2,6,0
"3679",7.2,0.23,0.25,0.085,19,111,1.00044,3.1,0.51,8.7,5,1
"3680",7.1,0.2,0.27,0.037,19,105,0.99444,3.04,0.37,10.5,7,0
"3681",6.8,0.15,0.41,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,1
"3682",7,0.22,0.26,0.027,37,122,0.99228,3.06,0.34,12.5,8,0
"3683",6.4,0.16,0.44,0.051,39,122,0.99058,3.11,0.75,11.3,7,0
"3684",6.8,0.15,0.41,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,1
"3685",6.8,0.31,0.3,0.028,33,122,0.99164,3.13,0.63,12.6,7,0
"3686",6.8,0.15,0.41,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,1
"3687",7.6,0.3,0.37,0.087,27,177,0.99438,3.09,0.5,9.8,5,0
"3688",6,0.16,0.27,0.03,39,98,0.99402,3.15,0.34,10.8,5,0
"3689",7.1,0.21,0.35,0.04,41,186,0.99128,3.32,0.56,12.5,6,0
"3690",7,0.22,0.26,0.027,37,122,0.99228,3.06,0.34,12.5,8,0
"3691",5.6,0.21,0.24,0.027,37,150,0.991,3.3,0.31,11.5,7,0
"3692",7.4,0.22,0.26,0.027,23,112,0.9931,2.98,0.41,11.4,6,0
"3693",7.1,0.2,0.27,0.037,19,105,0.99444,3.04,0.37,10.5,7,0
"3694",6.8,0.31,0.3,0.028,33,122,0.99164,3.13,0.63,12.6,7,0
"3695",7.2,0.23,0.25,0.085,19,111,1.00044,3.1,0.51,8.7,5,1
"3696",6.4,0.15,0.4,0.053,61,146,0.99112,3.17,0.68,11,6,0
"3697",6.4,0.16,0.44,0.051,39,122,0.99058,3.11,0.75,11.3,7,0
"3698",6.8,0.15,0.41,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,1
"3699",6.3,0.22,0.34,0.036,32,96,0.98961,3.06,0.74,11.6,6,0
"3700",7.6,0.3,0.37,0.087,27,177,0.99438,3.09,0.5,9.8,5,0
"3701",7,0.3,0.27,0.076,24,145,0.99344,3.1,0.52,10.1,5,0
"3702",6.6,0.26,0.22,0.05,23,139,0.99904,3.06,0.5,9.2,5,1
"3703",7.5,0.24,0.31,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
"3704",7.5,0.24,0.31,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
"3705",7.5,0.24,0.31,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
"3706",7.5,0.24,0.31,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
"3707",6.6,0.15,0.34,0.037,45,79,0.98949,2.96,0.5,11.7,6,0
"3708",6.7,0.34,0.43,0.041,29,114,0.99014,3.23,0.44,12.6,6,0
"3709",7.7,0.35,0.46,0.088,61,183,0.99786,2.86,0.47,9,5,0
"3710",6.7,0.31,0.09,0.039,53,141,0.99206,3.12,0.44,10.1,5,0
"3711",4.7,0.67,0.09,0.02,5,9,0.98722,3.3,0.34,13.6,5,0
"3712",7.5,0.24,0.31,0.05,26,180,0.99884,3.05,0.53,9.1,6,1
"3713",6.3,0.2,0.18,0.045,57,159,0.99666,3.09,0.54,9.2,5,0
"3714",6.6,0.28,0.23,0.049,45,190,0.99754,3.12,0.51,8.8,5,0
"3715",8.5,0.18,0.3,0.028,34,95,0.99272,2.83,0.36,10,4,0
"3716",6.5,0.35,0.38,0.036,20,196,0.99712,3.47,0.48,9.1,6,0
"3717",6.8,0.22,0.26,0.041,29,182,0.99104,3.04,0.35,11.2,5,0
"3718",6.3,0.18,0.24,0.053,20,119,0.99373,3.11,0.52,9.2,6,0
"3719",6.6,0.26,0.22,0.05,23,139,0.99904,3.06,0.5,9.2,5,1
"3720",6.6,0.3,0.45,0.038,54,200,0.9956,3.18,0.48,9.5,5,0
"3721",6.3,0.34,0.27,0.024,40,152,0.99095,3.35,0.6,11.9,7,0
"3722",7.7,0.3,0.23,0.068,28,138,0.99382,3.11,0.62,9.8,5,0
"3723",7.7,0.31,0.23,0.069,29,134,0.99382,3.11,0.62,9.8,5,0
"3724",5.7,0.265,0.28,0.036,46,150,0.99299,3.36,0.44,10.8,7,0
"3725",5.4,0.255,0.33,0.051,29,122,0.99048,3.37,0.66,11.3,6,0
"3726",6.6,0.26,0.28,0.028,13,121,0.99254,3.17,0.34,12.1,6,0
"3727",4.8,0.17,0.28,0.03,22,111,0.9902,3.38,0.34,11.3,7,0
"3728",5.7,0.265,0.28,0.036,46,150,0.99299,3.36,0.44,10.8,7,0
"3729",6.2,0.2,0.33,0.028,21,75,0.99012,3.36,0.41,13.5,7,0
"3730",7.5,0.28,0.41,0.044,11,126,0.99293,3.28,0.45,10.3,5,0
"3731",6.2,0.22,0.2,0.035,58,184,1.00022,3.11,0.53,9,6,1
"3732",7,0.34,0.26,0.041,51,166,0.99382,3.08,0.35,11.6,6,0
"3733",7.5,0.28,0.41,0.044,11,126,0.99293,3.28,0.45,10.3,5,0
"3734",6.5,0.19,0.34,0.029,39,116,0.98954,3.21,0.68,12.5,6,0
"3735",6,0.21,0.29,0.042,28,125,0.99936,3.39,0.45,8.6,5,1
"3736",6.1,0.22,0.46,0.16,34,74,0.9884,3.19,0.33,13.4,6,0
"3737",6.5,0.32,0.48,0.026,18,88,0.99144,3.22,0.79,12.7,4,0
"3738",7.1,0.21,0.72,0.167,65,120,0.99324,2.97,0.51,9.2,5,0
"3739",5.6,0.26,0.18,0.034,18,135,0.99174,3.32,0.35,10.2,6,0
"3740",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3741",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3742",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3743",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3744",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3745",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3746",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3747",7.4,0.27,0.28,0.04,45,121,0.99043,3.02,0.4,11.9,5,0
"3748",6.8,0.22,0.3,0.07,67,194,0.99654,2.89,0.42,9,6,0
"3749",6.2,0.24,0.25,0.055,47,134,0.99758,3.3,0.51,9,5,1
"3750",6.3,0.28,0.29,0.051,40,143,0.99374,3.43,0.59,11,6,0
"3751",7,0.15,0.28,0.051,29,149,0.99792,2.96,0.39,9,7,1
"3752",5.5,0.17,0.23,0.039,10,108,0.99243,3.28,0.5,10,5,0
"3753",6.5,0.26,0.34,0.04,25,184,0.99216,3.29,0.46,10.7,5,0
"3754",6.6,0.27,0.33,0.042,24,183,0.99215,3.29,0.46,10.7,5,0
"3755",5.4,0.46,0.15,0.026,29,130,0.98953,3.39,0.77,13.4,8,0
"3756",7.8,0.19,0.32,0.015,47,124,0.99278,2.99,0.39,11,6,0
"3757",5.5,0.17,0.23,0.039,10,108,0.99243,3.28,0.5,10,5,0
"3758",6.5,0.26,0.34,0.04,25,184,0.99216,3.29,0.46,10.7,5,0
"3759",6.6,0.27,0.33,0.042,24,183,0.99215,3.29,0.46,10.7,5,0
"3760",7.8,0.19,0.32,0.015,47,124,0.99278,2.99,0.39,11,6,0
"3761",7.8,0.2,0.32,0.016,31,101,0.99186,2.99,0.39,11,6,0
"3762",6.1,0.17,0.28,0.028,22,98,0.99072,3.16,0.37,11.1,7,0
"3763",7.4,0.2,0.35,0.025,10,40,0.99244,2.79,0.52,10.9,5,0
"3764",6.7,0.39,0.24,0.017,22,80,0.99084,3.03,0.37,11.5,5,0
"3765",5.4,0.46,0.15,0.026,29,130,0.98953,3.39,0.77,13.4,8,0
"3766",6.9,0.4,0.17,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
"3767",6.9,0.4,0.17,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
"3768",6.9,0.4,0.17,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
"3769",6.3,0.24,0.29,0.035,53,134,0.99567,3.17,0.38,10.6,6,1
"3770",6.9,0.4,0.17,0.033,59,186,0.99754,3.08,0.49,9.4,5,1
"3771",7.4,0.27,0.31,0.014,15,143,0.99094,3.03,0.65,12,4,0
"3772",6.1,0.27,0.28,0.042,61,125,0.99532,3.14,0.42,10.2,6,0
"3773",6.3,0.24,0.29,0.035,53,134,0.99567,3.17,0.38,10.6,6,1
"3774",5,0.61,0.12,0.009,65,100,0.9874,3.26,0.37,13.5,5,0
"3775",6.7,0.42,0.39,0.04,61,248,0.99794,3.31,0.58,9.7,5,1
"3776",6.5,0.33,0.28,0.018,41,103,0.99122,3.24,0.32,12.2,6,0
"3777",6.9,0.33,0.31,0.04,29,135,0.99226,3.11,0.57,12.3,5,0
"3778",6.5,0.33,0.28,0.018,41,103,0.99122,3.24,0.32,12.2,6,0
"3779",6.3,0.15,0.3,0.022,38,100,0.99099,3.42,0.57,11.4,7,0
"3780",6.5,0.32,0.45,0.022,31,97,0.99134,3.2,0.7,12.7,7,0
"3781",6.7,0.42,0.39,0.04,61,248,0.99794,3.31,0.58,9.7,5,1
"3782",7.4,0.25,0.29,0.02,31,113,0.99338,3.13,0.29,10.8,6,0
"3783",7.6,0.27,0.3,0.018,23,96,0.9938,3.08,0.29,11,6,0
"3784",6.4,0.27,0.45,0.05,52,196,0.9955,3.18,0.48,9.5,5,0
"3785",6.5,0.25,0.27,0.064,29,140,0.99776,3.2,0.49,10.1,6,1
"3786",5.6,0.19,0.31,0.027,11,100,0.98964,3.46,0.4,13.2,7,0
"3787",7.4,0.29,0.48,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,1
"3788",6.4,0.34,0.44,0.043,54,201,0.99551,3.18,0.48,9.5,5,0
"3789",6.6,0.27,0.52,0.044,53,202,0.99548,3.18,0.48,9.5,5,0
"3790",6.6,0.26,0.52,0.047,52,191,0.99541,3.16,0.47,9.5,6,0
"3791",6.4,0.27,0.45,0.05,52,196,0.9955,3.18,0.48,9.5,5,0
"3792",6.5,0.26,0.5,0.051,46,197,0.99536,3.18,0.47,9.5,5,0
"3793",6.8,0.25,0.3,0.043,53,133,0.99524,3.03,0.58,10.4,6,0
"3794",6.3,0.32,0.26,0.049,63,170,0.9961,3.14,0.55,9.9,6,0
"3795",5.5,0.24,0.45,0.046,22,113,0.99224,3.22,0.48,10,5,0
"3796",6.5,0.25,0.27,0.064,29,140,0.99776,3.2,0.49,10.1,6,1
"3797",6.6,0.13,0.29,0.056,33,95,0.99702,3.17,0.39,9.4,6,1
"3798",7,0.39,0.21,0.098,13,91,0.99657,3.03,0.47,9.3,5,0
"3799",7.9,0.21,0.39,0.057,21,138,0.99176,3.05,0.52,10.9,5,0
"3800",7,0.3,0.28,0.042,21,177,0.99166,3.2,0.57,11.4,5,0
"3801",8.1,0.2,0.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,0
"3802",8.3,0.18,0.3,0.033,20,57,0.99109,3.02,0.51,11,6,0
"3803",7.9,0.21,0.39,0.057,21,138,0.99176,3.05,0.52,10.9,5,0
"3804",7.2,0.17,0.34,0.042,16,111,0.99278,2.99,0.4,10.8,6,0
"3805",8.1,0.2,0.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,0
"3806",8.3,0.18,0.3,0.033,20,57,0.99109,3.02,0.51,11,6,0
"3807",7,0.39,0.21,0.098,13,91,0.99657,3.03,0.47,9.3,5,0
"3808",6.8,0.21,0.62,0.041,7,113,0.99358,2.96,0.59,10.2,5,0
"3809",6.9,0.21,0.62,0.042,7,109,0.99358,2.96,0.59,10.2,6,0
"3810",7.2,0.17,0.34,0.042,16,111,0.99278,2.99,0.4,10.8,6,0
"3811",6.8,0.26,0.34,0.06,42,162,0.99705,3.24,0.52,10.5,3,1
"3812",7.2,0.28,0.38,0.052,23,156,0.9912,3.13,0.52,11.1,5,0
"3813",7.9,0.21,0.39,0.057,21,138,0.99176,3.05,0.52,10.9,5,0
"3814",7,0.3,0.28,0.042,21,177,0.99166,3.2,0.57,11.4,5,0
"3815",7.4,0.34,0.28,0.049,31,149,0.99677,3.22,0.49,10.3,5,1
"3816",6.3,0.43,0.32,0.042,18,106,0.99172,3.28,0.33,12.9,7,0
"3817",6.8,0.41,0.3,0.045,28,131,0.9953,3.12,0.59,9.9,5,0
"3818",6.3,0.4,0.24,0.036,43,131,0.99186,3.24,0.44,11.3,6,0
"3819",5.1,0.35,0.26,0.034,36,120,0.99188,3.38,0.4,11.5,6,0
"3820",5.1,0.35,0.26,0.034,36,120,0.99188,3.38,0.4,11.5,6,0
"3821",6.3,0.3,0.2,0.039,34,132,0.99158,3,0.38,10.7,5,0
"3822",6.9,0.28,0.28,0.042,52,139,0.99522,3.03,0.56,10.4,6,1
"3823",7,0.33,0.28,0.033,39,204,0.99176,3.17,0.64,12.5,6,0
"3824",6.7,0.26,0.49,0.052,48,197,0.99558,3.19,0.48,9.5,5,0
"3825",7.3,0.24,0.3,0.042,31,104,0.9911,3.05,0.56,11.3,7,0
"3826",6.7,0.46,0.21,0.034,12,88,0.99016,3.26,0.54,13,6,0
"3827",5.1,0.35,0.26,0.034,36,120,0.99188,3.38,0.4,11.5,6,0
"3828",5.1,0.23,0.18,0.053,13,99,0.98956,3.22,0.39,11.5,5,0
"3829",6.3,0.4,0.24,0.036,43,131,0.99186,3.24,0.44,11.3,6,0
"3830",7.1,0.44,0.23,0.035,24,100,0.99062,3.15,0.57,13.2,7,0
"3831",4.8,0.26,0.23,0.034,23,111,0.99274,3.46,0.28,11.5,7,0
"3832",6.8,0.31,0.19,0.086,30,130,0.993,2.83,0.44,9.6,5,0
"3833",6.8,0.31,0.19,0.086,30,130,0.993,2.83,0.44,9.6,5,0
"3834",7,0.15,0.29,0.058,45,110,0.9978,3.15,0.37,9.7,6,1
"3835",6.5,0.41,0.22,0.052,49,142,0.9946,3.14,0.62,9.2,5,0
"3836",6.2,0.31,0.23,0.052,34,113,0.99429,3.16,0.48,8.4,5,0
"3837",8,0.27,0.33,0.05,41,103,0.99002,3,0.45,12.4,6,0
"3838",8,0.27,0.33,0.05,41,103,0.99002,3,0.45,12.4,6,0
"3839",6.5,0.41,0.22,0.052,49,142,0.9946,3.14,0.62,9.2,5,0
"3840",6.2,0.31,0.23,0.052,34,113,0.99429,3.16,0.48,8.4,5,0
"3841",6.7,0.37,0.25,0.028,24,84,0.9909,3.14,0.36,11.7,6,0
"3842",6.6,0.21,0.5,0.036,41,191,0.99294,2.96,0.56,11,6,0
"3843",7.5,0.26,0.31,0.032,36,109,0.99044,2.97,0.43,11.9,6,0
"3844",7.5,0.34,0.28,0.028,46,100,0.98958,3.2,0.5,13.2,7,0
"3845",6.7,0.37,0.25,0.028,24,84,0.9909,3.14,0.36,11.7,6,0
"3846",6.4,0.32,0.23,0.055,36,176,0.9986,3.26,0.54,9.1,5,1
"3847",6.7,0.24,0.32,0.023,20,109,0.99262,3.34,0.35,12.6,6,0
"3848",6.4,0.32,0.23,0.055,36,176,0.9986,3.26,0.54,9.1,5,1
"3849",7.1,0.39,0.79,0.194,23,90,0.99212,3.17,0.46,10.5,6,0
"3850",8.2,0.31,0.43,0.047,18,87,0.99628,3.23,0.64,10.6,5,0
"3851",6.7,0.24,0.32,0.023,20,109,0.99262,3.34,0.35,12.6,6,0
"3852",5.9,0.17,0.29,0.03,32,123,0.98913,3.41,0.33,13.7,7,0
"3853",5.9,0.2,0.23,0.037,38,93,0.99021,3.36,0.49,12,6,0
"3854",6.6,0.32,0.26,0.031,26,120,0.99198,3.4,0.73,12.5,7,0
"3855",5.9,0.12,0.27,0.03,40,110,0.99226,3.55,0.68,12.1,6,0
"3856",5.9,0.18,0.29,0.032,68,137,0.99159,3.21,0.38,11.3,6,0
"3857",5.9,0.2,0.23,0.037,38,93,0.99021,3.36,0.49,12,6,0
"3858",5.4,0.17,0.27,0.049,28,104,0.99224,3.46,0.55,10.3,6,0
"3859",6.1,0.21,0.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,0
"3860",7.3,0.25,0.26,0.048,52,207,0.99587,3.12,0.37,9.2,5,0
"3861",7.3,0.25,0.26,0.048,52,207,0.99587,3.12,0.37,9.2,5,0
"3862",6.2,0.22,0.3,0.054,108,152,0.99728,3.1,0.47,9.5,6,1
"3863",6.5,0.27,0.19,0.045,98,175,0.99364,3.16,0.34,10.1,6,0
"3864",6.5,0.27,0.19,0.045,98,175,0.99364,3.16,0.34,10.1,6,0
"3865",6.6,0.39,0.22,0.038,17,98,0.99018,3.25,0.53,13,7,0
"3866",6,0.31,0.38,0.04,41,101,0.98968,3.24,0.56,13.1,6,0
"3867",8.4,0.23,0.32,0.048,59,113,0.99178,3.1,0.55,11,6,0
"3868",7.3,0.25,0.26,0.048,52,207,0.99587,3.12,0.37,9.2,5,0
"3869",6,0.22,0.25,0.056,112,177,0.9961,3.08,0.36,9.4,6,0
"3870",6.2,0.22,0.3,0.054,108,152,0.99728,3.1,0.47,9.5,6,1
"3871",6.1,0.23,0.27,0.055,74,134,0.99534,3.16,0.4,10.2,6,0
"3872",6.5,0.27,0.19,0.045,98,175,0.99364,3.16,0.34,10.1,6,0
"3873",7.3,0.36,0.54,0.054,63,193,0.99864,3.06,0.49,8.6,4,1
"3874",7.6,0.37,0.51,0.094,58,181,0.99776,2.91,0.51,9,5,0
"3875",6.7,0.26,0.51,0.062,50,194,0.99545,3.13,0.5,9.6,5,0
"3876",7.4,0.22,0.27,0.057,45,98,0.99299,3.29,0.44,9.9,7,0
"3877",6.1,0.22,0.28,0.059,54,135,0.99665,3.2,0.38,10.5,5,1
"3878",7.1,0.28,0.31,0.053,20,98,0.99069,3.15,0.5,11.4,5,0
"3879",6.5,0.35,0.31,0.069,58,170,0.99692,3.18,0.49,9.4,5,0
"3880",6.8,0.73,0.2,0.054,25,65,0.99324,3.12,0.28,11.1,4,0
"3881",6,0.28,0.24,0.047,42,111,0.99896,3.1,0.45,8.9,6,1
"3882",6,0.28,0.24,0.047,42,111,0.99896,3.1,0.45,8.9,6,1
"3883",7.1,0.2,0.37,0.049,28,129,0.99226,3.15,0.52,10.8,5,0
"3884",6.8,0.33,0.31,0.045,34,143,0.99226,3.06,0.55,12.2,6,0
"3885",6,0.28,0.24,0.047,42,111,0.99896,3.1,0.45,8.9,6,1
"3886",7.2,0.24,0.36,0.029,21,63,0.99076,3.13,0.63,12.5,6,0
"3887",6.8,0.33,0.31,0.045,34,143,0.99226,3.06,0.55,12.2,6,0
"3888",7.2,0.24,0.36,0.029,21,63,0.99076,3.13,0.63,12.5,6,0
"3889",6,0.28,0.24,0.047,42,111,0.99896,3.1,0.45,8.9,6,1
"3890",6.2,0.27,0.26,0.046,43,127,0.9951,3.16,0.37,10.8,6,1
"3891",6.4,0.38,0.26,0.043,28,98,0.99234,2.99,0.31,11.4,6,0
"3892",7.1,0.2,0.37,0.049,28,129,0.99226,3.15,0.52,10.8,5,0
"3893",6,0.21,0.3,0.036,47,127,0.99368,3.18,0.39,10.6,5,0
"3894",7,0.34,0.1,0.044,17,63,0.9937,3.01,0.39,9.2,5,0
"3895",5.9,0.435,0.16,0.031,21,134,0.99151,3.24,0.46,12.2,6,0
"3896",7,0.25,0.33,0.021,17,76,0.99021,3.26,0.45,12.3,6,0
"3897",6.7,0.26,0.29,0.038,40,179,0.99479,3.23,0.56,10.4,6,0
"3898",7,0.24,0.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,1
"3899",8.5,0.23,0.34,0.035,54,110,0.99176,3.07,0.55,11,7,0
"3900",6,0.21,0.3,0.036,47,127,0.99368,3.18,0.39,10.6,5,0
"3901",7,0.34,0.1,0.044,17,63,0.9937,3.01,0.39,9.2,5,0
"3902",4.8,0.65,0.12,0.013,4,10,0.99246,3.32,0.36,13.5,4,0
"3903",6.1,0.22,0.38,0.144,12,65,0.9908,2.95,0.64,11.4,6,0
"3904",5.8,0.27,0.26,0.071,26,69,0.98994,3.1,0.38,11.5,6,0
"3905",5,0.455,0.18,0.036,33,106,0.98746,3.21,0.83,14,7,0
"3906",6.5,0.33,0.3,0.036,34,88,0.99028,3.25,0.63,12.5,7,0
"3907",6.5,0.33,0.3,0.036,34,88,0.99028,3.25,0.63,12.5,7,0
"3908",6.7,0.31,0.3,0.038,30,83,0.98867,3.09,0.36,12.8,7,0
"3909",6.2,0.39,0.24,0.037,45,138,0.99174,3.23,0.43,11.2,7,0
"3910",6.2,0.39,0.24,0.037,45,138,0.99174,3.23,0.43,11.2,7,0
"3911",7.1,0.37,0.3,0.04,49,139,0.99021,3.17,0.27,13.6,6,0
"3912",7.2,0.23,0.82,0.149,70,109,0.99304,2.93,0.42,9.2,6,0
"3913",6.5,0.33,0.3,0.036,34,88,0.99028,3.25,0.63,12.5,7,0
"3914",7.2,0.25,0.32,0.054,24,105,0.99154,3.17,0.48,11.1,6,0
"3915",6.2,0.39,0.24,0.037,45,138,0.99174,3.23,0.43,11.2,7,0
"3916",4.7,0.455,0.18,0.036,33,106,0.98746,3.21,0.83,14,7,0
"3917",7.1,0.37,0.3,0.04,49,139,0.99021,3.17,0.27,13.6,6,0
"3918",6.2,0.28,0.51,0.056,49,206,0.9956,3.18,0.52,9.4,5,0
"3919",6.4,0.35,0.28,0.037,31,113,0.98779,3.12,0.4,14.2,7,0
"3920",6.6,0.31,0.28,0.035,28,107,0.98836,3,0.4,13.2,6,0
"3921",7.4,0.25,0.37,0.05,24,132,0.99138,3.04,0.53,11.2,6,0
"3922",7.3,0.36,0.34,0.057,46,173,0.99751,3.14,0.57,10.2,5,1
"3923",6.7,0.31,0.3,0.038,30,83,0.98867,3.09,0.36,12.8,7,0
"3924",8.6,0.31,0.3,0.045,16,109,0.99249,2.95,0.39,10.1,5,0
"3925",8.6,0.31,0.3,0.045,16,109,0.99249,2.95,0.39,10.1,5,0
"3926",8.6,0.22,0.33,0.031,38,95,0.99239,2.83,0.31,10.3,5,0
"3927",6.9,0.14,0.29,0.056,30,91,0.99512,3.19,0.33,9.9,6,0
"3928",6.5,0.22,0.31,0.046,17,106,0.99098,3.15,0.31,11.5,5,0
"3929",6.6,0.32,0.47,0.063,27,173,0.99872,3.18,0.56,9,5,1
"3930",6.6,0.32,0.47,0.063,27,173,0.99872,3.18,0.56,9,5,1
"3931",6.1,0.28,0.26,0.03,25,101,0.98894,3.03,0.41,12.1,6,0
"3932",6.2,0.3,0.28,0.036,28,106,0.988245,3.14,0.41,13.3,6,0
"3933",6.9,0.22,0.28,0.05,43,116,0.99326,3.22,0.6,11.5,8,0
"3934",8.7,0.31,0.21,0.039,28,67,0.99328,2.96,0.52,11,4,0
"3935",7.3,0.27,0.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,0
"3936",7,0.46,0.2,0.046,50,184,0.99898,3.08,0.56,9.4,5,1
"3937",5.7,0.23,0.25,0.042,16,108,0.99486,3.44,0.61,10.3,6,0
"3938",6.5,0.36,0.36,0.185,51.5,151,0.99528,3.17,0.42,9.3,5,0
"3939",8.2,0.18,0.38,0.04,41,92,0.99062,2.88,0.6,12,6,0
"3940",6.2,0.27,0.32,0.048,47,159,0.99282,3.21,0.6,11,6,0
"3941",6.9,0.4,0.37,0.053,36,148,0.996,3.16,0.5,9.3,5,0
"3942",4.9,0.345,0.34,0.068,32,143,0.99138,3.24,0.4,10.1,5,0
"3943",7.2,0.23,0.39,0.053,26,106,0.99166,3.18,0.47,11.1,6,0
"3944",6.4,0.2,0.15,0.046,26,113,0.99408,2.99,0.58,9.9,6,0
"3945",6.1,0.27,0.32,0.048,47,161,0.99281,3.22,0.6,11,6,0
"3946",6.2,0.27,0.32,0.048,47,159,0.99282,3.21,0.6,11,6,0
"3947",6,0.3,0.33,0.042,31,127,0.98964,3.32,0.42,12.5,6,0
"3948",6.1,0.3,0.32,0.042,41,142,0.98952,3.31,0.44,12.7,7,0
"3949",5.7,0.14,0.3,0.045,26,105,0.99469,3.32,0.45,9.3,5,0
"3950",6.9,0.4,0.37,0.053,36,148,0.996,3.16,0.5,9.3,5,0
"3951",4.9,0.345,0.34,0.068,32,143,0.99138,3.24,0.4,10.1,5,0
"3952",6.3,0.33,0.2,0.066,36,161,0.9991,3.14,0.51,8.8,5,1
"3953",7,0.16,0.3,0.043,34,90,0.99047,2.88,0.47,11.2,6,0
"3954",8.4,0.22,0.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,0
